"id_cliente","nombre","apellido","curp","correo","ciudad","delegacion","estado_civil"
33059,"Estefanía","Melgar","MECR431192UNRUGK05","estefanía.melgar.3058@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
33060,"Luis Miguel","Palomo","FVYO953383WMLXCF27","luis miguel.palomo.3059@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
33061,"Dulce María","Macías","XXZZ814580PNRAMB16","dulce maría.macías.3060@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
33062,"Natividad","Carreón","ZVMR125181JLODFB66","natividad.carreón.3061@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
33063,"Alejandra","Delgadillo","MJRG723224LHMTLS63","alejandra.delgadillo.3062@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
33064,"Carmen","Urbina","WXTB002979VRLZQU31","carmen.urbina.3063@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33065,"Jos","Gallegos","ZTZS346796DMUJXR40","jos.gallegos.3064@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33066,"Diana","Armendáriz","ECMK051661FWESIL93","diana.armendáriz.3065@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
33067,"Anel","Jaimes","LRBH605914MWNFFB62","anel.jaimes.3066@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
33068,"Leonor","Zúñiga","AYSF831849SZCSJG94","leonor.zúñiga.3067@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
33069,"Sandra","Cisneros","XKUX818402PKUPZO97","sandra.cisneros.3068@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
33070,"Luis Manuel","Salinas","XBDG463331XEORUK80","luis manuel.salinas.3069@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
33071,"Rodolfo","Altamirano","LTQL068646KDHVVD71","rodolfo.altamirano.3070@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
33072,"Susana","Peralta","GMDT573903VMCVFC96","susana.peralta.3071@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
33073,"Víctor","Altamirano","SPML731814CGTWRB60","víctor.altamirano.3072@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
33074,"Cecilia","Montañez","ZSWQ256268WMMCXF86","cecilia.montañez.3073@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
33075,"Martín","Cardenas","QIUK282503KIESPN03","martín.cardenas.3074@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
33076,"Nelly","Colunga","WOJD732933DRAJSO43","nelly.colunga.3075@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
33077,"Berta","Reynoso","JLBV067556WGJQUM81","berta.reynoso.3076@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
33078,"Augusto","Rivas","ERXW464548KMIFGC19","augusto.rivas.3077@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
33079,"Uriel","Quiñones","LSLF938287INDBAI12","uriel.quiñones.3078@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33080,"Úrsula","Salcido","GORL146863ZFGCRX84","úrsula.salcido.3079@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33081,"Catalina","Pineda","VUKV716232NBQHXJ62","catalina.pineda.3080@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33082,"Julia","Estévez","UFOA230075YROIMJ50","julia.estévez.3081@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
33083,"Catalina","Santillán","KPPI077708XVJVGY02","catalina.santillán.3082@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
33084,"Jorge Luis","Reséndez","AGBJ833435DLPYWP91","jorge luis.reséndez.3083@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
33085,"Karla","Ruiz","FMDJ621231TIKZAW39","karla.ruiz.3084@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
33086,"Rodrigo","Carrera","LAUL006058SFBNYF37","rodrigo.carrera.3085@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
33087,"Federico","Soliz","JKIF562368DIGOBR76","federico.soliz.3086@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
33088,"Martha","Esquivel","RFQZ664422QFEWYJ71","martha.esquivel.3087@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
33089,"Ana","Rosario","QJXE958817KJVZGR27","ana.rosario.3088@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
33090,"Emilia","Escalante","TEGP679219PYVVUE10","emilia.escalante.3089@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
33091,"Ana Luisa","Tafoya","JXAQ166406EKLTBR09","ana luisa.tafoya.3090@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
33092,"Ariadna","Collazo","YHOE660248AYBIDG43","ariadna.collazo.3091@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33093,"Caridad","Laboy","QXUL814882HNQYUV41","caridad.laboy.3092@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
33094,"Fidel","Almonte","JUXT779580VMAAMK05","fidel.almonte.3093@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33095,"Aurora","Orosco","BOWW955714GACIMF81","aurora.orosco.3094@fintechmasiva.com","Ciudad de México","Tlahuac","casado/a"
33096,"Mercedes","Zúñiga","KQZV813977YJFYZF77","mercedes.zúñiga.3095@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33097,"Dulce María","Jáquez","RSMB553002HIBNVO74","dulce maría.jáquez.3096@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
33098,"Marcela","Navarrete","HESE818164YQOHNO26","marcela.navarrete.3097@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33099,"Cynthia","Carrera","MJPT871646GEBPPM83","cynthia.carrera.3098@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
33100,"Amador","Maldonado","CMII494941CUFATA74","amador.maldonado.3099@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
33101,"Nicolás","Vanegas","TZRR282881OZZXCO72","nicolás.vanegas.3100@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33102,"Frida","Marrero","BNNA556835DOWJQO71","frida.marrero.3101@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
33103,"Ivonne","Herrera","PYZP947019EEBLPI25","ivonne.herrera.3102@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
33104,"Esparta","Lugo","RHJH020625WLIIYN38","esparta.lugo.3103@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
33105,"Emilia","Estrada","QBBU323354HQGQOV94","emilia.estrada.3104@fintechmasiva.com","Ciudad de México","Tlahuac","casado/a"
33106,"Ricardo","Anguiano","GZUT974437YLYMFZ99","ricardo.anguiano.3105@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33107,"Marisol","Meraz","CRDS024846YTPUPT23","marisol.meraz.3106@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
33108,"Evelio","Rivera","HUIJ863768EFXAXW17","evelio.rivera.3107@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
33109,"Gerardo","Rosales","FEOW288970RZYTQJ55","gerardo.rosales.3108@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
33110,"Cynthia","Barrera","LCQD113576CWNZNL78","cynthia.barrera.3109@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33111,"Zeferino","Segovia","NGYD976921NGSUVT62","zeferino.segovia.3110@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
33112,"Dulce María","Orosco","PQMU711751KJXJIP36","dulce maría.orosco.3111@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
33113,"Omar","Valenzuela","NMPC715717ABCDBI18","omar.valenzuela.3112@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
33114,"Fidel","Reyna","SFSH662674ZKBBTF90","fidel.reyna.3113@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
33115,"Jaqueline","Heredia","OJEO358430KKXCKH97","jaqueline.heredia.3114@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
33116,"Alta  Gracia","Polanco","VAQV587109MBHVBZ31","alta  gracia.polanco.3115@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
33117,"Raquel","Viera","AHID083354RYEXAV35","raquel.viera.3116@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
33118,"Elvira","Nazario","BNEZ541065FCCRCM96","elvira.nazario.3117@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
33119,"Natividad","Pacheco","HKSI206437KKOURI19","natividad.pacheco.3118@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
33120,"Ruby","Puga","UVXR020413SVUUJZ28","ruby.puga.3119@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
33121,"Mónica","Yáñez","DTUK729715RHNCWS53","mónica.yáñez.3120@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
33122,"Mateo","Corrales","XXTL274403CBRGBI41","mateo.corrales.3121@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
33123,"Barbara","Corral","PPYN304938PZDKYB14","barbara.corral.3122@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
33124,"Alonso","Crespo","PAEG772005NDAXHR87","alonso.crespo.3123@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
33125,"Margarita","Lozada","RXLF608268UQJCOC08","margarita.lozada.3124@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
33126,"Citlali","Canales","EKUZ298855KZEWWP78","citlali.canales.3125@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33127,"Claudio","Gil","LMBW471432GAWOMX81","claudio.gil.3126@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
33128,"Abel","Alemán","YBPO950984UFUULQ07","abel.alemán.3127@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33129,"Zoé","Mascareñas","XJUW449453EIEOOO63","zoé.mascareñas.3128@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33130,"Mauro","Girón","LFCU685488ALMPBT18","mauro.girón.3129@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
33131,"Miriam","Barrientos","LOIZ591474XFQPKE82","miriam.barrientos.3130@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
33132,"Soledad","Samaniego","EWGJ162621PMWZFQ35","soledad.samaniego.3131@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
33133,"Diego","Barraza","KCIQ524962DBKIAX72","diego.barraza.3132@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33134,"Eva","Medrano","MYTX233080PCDHVC08","eva.medrano.3133@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
33135,"Estela","Soria","ZVAV782622NTHIKF56","estela.soria.3134@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
33136,"Timoteo","Mora","STIB958354RWKCFB19","timoteo.mora.3135@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
33137,"Lucía","Santillán","KKBG533345TUMUQH52","lucía.santillán.3136@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33138,"Eloisa","Martínez","DYKJ055640SPUBHB38","eloisa.martínez.3137@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
33139,"Hilda","Urrutia","HCVZ624104PBKNAP47","hilda.urrutia.3138@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
33140,"Celia","Ordóñez","BNEJ069617ZZCTVR05","celia.ordóñez.3139@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
33141,"Helena","Tovar","OHEQ218151VRZJQH30","helena.tovar.3140@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33142,"José","Balderas","AZCP074739WTFGXO84","josé.balderas.3141@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33143,"Anabel","Raya","LSLG684382GUKLCC48","anabel.raya.3142@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33144,"Isabela","Jaime","AGDH783736PROTNT69","isabela.jaime.3143@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
33145,"Noemí","Fonseca","JPVE693434AKAIHE88","noemí.fonseca.3144@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
33146,"Celia","Ochoa","TUDY387757EDTDOO05","celia.ochoa.3145@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
33147,"Caridad","Madera","IGFO167869AJVTMG30","caridad.madera.3146@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
33148,"Evelio","Zavala","TSAM811888WUCOIP93","evelio.zavala.3147@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33149,"Julio","Díaz","DGBW471411PBPCHH54","julio.díaz.3148@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
33150,"Luis Manuel","Granados","QUTY179729JIEUMW71","luis manuel.granados.3149@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
33151,"Armando","Holguín","LEGL219920KXUAGD81","armando.holguín.3150@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
33152,"Georgina","de la Garza","FPXH501408YTKCYO41","georgina.de la garza.3151@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
33153,"Elias","Delgadillo","OLWY232729HICOQA04","elias.delgadillo.3152@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33154,"Alma","Zúñiga","MJTJ677952YMPIRV03","alma.zúñiga.3153@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33155,"Camila","Meléndez","HSQP720064KIHZGP65","camila.meléndez.3154@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
33156,"Mauricio","Valdés","XSZE622067ELQBKQ03","mauricio.valdés.3155@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
33157,"Verónica","Narváez","RSFA711546SKWZMI23","verónica.narváez.3156@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33158,"María Elena","Maya","UYQL417454LVMWRW23","maría elena.maya.3157@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
33159,"Aldo","Guajardo","DKXR292274HZTIAX72","aldo.guajardo.3158@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
33160,"Itzel","Padilla","CDAR890982DAFGUG20","itzel.padilla.3159@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
33161,"Noelia","Prado","ZFFP390327VEGBST06","noelia.prado.3160@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
33162,"Guillermo","Barreto","AGDJ935310KOVEBT97","guillermo.barreto.3161@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33163,"Liliana","Magaña","VYBS341141NUCLAA86","liliana.magaña.3162@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33164,"Caridad","Medrano","RJUL573749VQJJXN76","caridad.medrano.3163@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33165,"Citlali","Bonilla","SUWP341630CVSSMR14","citlali.bonilla.3164@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
33166,"Alejandro","Medina","GEVU328088ZLJMKL26","alejandro.medina.3165@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33167,"Israel","Mireles","ZTXP069142RCQBGB65","israel.mireles.3166@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
33168,"Joaquín","Zedillo","VPMC894020IRAXKO14","joaquín.zedillo.3167@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
33169,"Judith","Baca","LKVX128970RAULPE93","judith.baca.3168@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
33170,"Leticia","Briones","DOLE351048XCHYQC51","leticia.briones.3169@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
33171,"Leonardo","Jasso","NWRR502404BKSSVS54","leonardo.jasso.3170@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
33172,"Clara","Maestas","JCBA229731EJTFBH02","clara.maestas.3171@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33173,"Estela","Ulloa","GKXM414770DOFRBR40","estela.ulloa.3172@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
33174,"Fernando","Carrión","TEKN497313WJOZWZ18","fernando.carrión.3173@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
33175,"Marisol","Villegas","QQJB684365CCLKZA93","marisol.villegas.3174@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33176,"Javier","de la O","COGW601414MHDFIU54","javier.de la o.3175@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
33177,"Carmen","Zedillo","RFIC979027LUFMBC85","carmen.zedillo.3176@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
33178,"Eduardo","Zelaya","GQNX699721LWNLFF82","eduardo.zelaya.3177@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
33179,"Leonel","Lomeli","VICL645334LIZEPP89","leonel.lomeli.3178@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
33180,"Amalia","Heredia","YQHX818441LLBGBA69","amalia.heredia.3179@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
33181,"Olga","Puente","POAB350052PMWKJV92","olga.puente.3180@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33182,"Bruno","Valdivia","FJHI345204MRXLVE96","bruno.valdivia.3181@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
33183,"Aldonza","Camarillo","XIQI912400QXKOIK22","aldonza.camarillo.3182@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
33184,"Socorro","Partida","DHSW574098XPQCHA74","socorro.partida.3183@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
33185,"Elvia","Burgos","PSTA928682IJWIUJ27","elvia.burgos.3184@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33186,"Gloria","Benítez","ZDXH818458LZPJIK59","gloria.benítez.3185@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
33187,"Liliana","Zaragoza","DEBA533182GZSNKL87","liliana.zaragoza.3186@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
33188,"Carmen","Maldonado","HAYN853415YZWXXP42","carmen.maldonado.3187@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
33189,"Diego","Palomo","UKMJ604639WFTTAP65","diego.palomo.3188@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33190,"Francisca","Orellana","VNYR289082SUOOEG91","francisca.orellana.3189@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
33191,"Teresa","Corrales","GSYR948385WGWUWV70","teresa.corrales.3190@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33192,"Judith","Gollum","SWRP982671JCSFWZ46","judith.gollum.3191@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33193,"Yeni","Alcántar","WVYQ150622SCSBXA58","yeni.alcántar.3192@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
33194,"Isabel","Bernal","JILT579404WCYNEP22","isabel.bernal.3193@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
33195,"Jos","Macías","PLRY289468ATUCEB85","jos.macías.3194@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
33196,"Violeta","Chapa","CVWK181915REIPQO62","violeta.chapa.3195@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
33197,"Florencia","Castro","VTVY651875MFVYGJ76","florencia.castro.3196@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33198,"Reynaldo","Toro","EJNB939661JFQLSN94","reynaldo.toro.3197@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
33199,"Manuel","Ulloa","ODIP375355HOBFMP83","manuel.ulloa.3198@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
33200,"Ilse","Angulo","XRHZ495115LZYRYD08","ilse.angulo.3199@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33201,"Jaime","Cedillo","UQYK176992OWNREB24","jaime.cedillo.3200@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
33202,"Itzel","Villalobos","SSKS208600INJOCZ39","itzel.villalobos.3201@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
33203,"Timoteo","Rubio","IRVA777608JOGQUM98","timoteo.rubio.3202@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
33204,"Juan Carlos","Arenas","IUHV511718JCPXLP36","juan carlos.arenas.3203@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
33205,"Carlos","Corral","CEEQ091593BOUZSX00","carlos.corral.3204@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
33206,"Vicente","Gaona","WXVC667935LGFXFP61","vicente.gaona.3205@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33207,"Lorenzo","Segura","XWGQ174257WCJLTF42","lorenzo.segura.3206@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
33208,"Ignacio","Suárez","HMBK145782KYPABN56","ignacio.suárez.3207@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
33209,"Francisco Javier","Navarrete","VCUY098984UJZJET98","francisco javier.navarrete.3208@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
33210,"Juan Carlos","Garibay","CHBY476173IKQKSG95","juan carlos.garibay.3209@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33211,"Israel","Varela","USXC646406WZXAYM46","israel.varela.3210@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
33212,"Diego","López","FQWD265034UQATIX22","diego.lópez.3211@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
33213,"Zacarías","Puente","QBLD264576ANEGVZ51","zacarías.puente.3212@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
33214,"Bruno","Páez","EILV698169PZHMAR47","bruno.páez.3213@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
33215,"Miguel Ángel","Camacho","UDVG113642TJHTQM65","miguel ángel.camacho.3214@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
33216,"María Luisa","Guerra","YFCX398345ZCIDDI89","maría luisa.guerra.3215@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
33217,"Esther","Zedillo","PORE237425JXGPWU33","esther.zedillo.3216@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
33218,"Berta","de León","STJR766354SEYJZW65","berta.de león.3217@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
33219,"Rosa","Prado","WJFX937607WCLTQX36","rosa.prado.3218@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
33220,"Alejandro","Rojo","IXJO221496TTCKQT55","alejandro.rojo.3219@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
33221,"Ana Luisa","Pedraza","IMLC493256KPDBSP62","ana luisa.pedraza.3220@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
33222,"Federico","Soto","PNMQ499437METPLI54","federico.soto.3221@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
33223,"Adalberto","Montero","JQVS026405ETZHYH08","adalberto.montero.3222@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33224,"Estefanía","Pabón","FSUJ620096CMZEXG06","estefanía.pabón.3223@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
33225,"Mauro","Tapia","MPYW927958KOPJZE55","mauro.tapia.3224@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
33226,"María","Rosas","UZML670881CAZWQM73","maría.rosas.3225@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
33227,"María Eugenia","Ponce","SZEY491459ARWSZM57","maría eugenia.ponce.3226@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
33228,"Isaac","Loera","UOHT040378MIJEOT16","isaac.loera.3227@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
33229,"Salvador","Terán","TOUC506720KCWGRA78","salvador.terán.3228@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
33230,"Marisela","Murillo","OBUL440919OLYVKZ87","marisela.murillo.3229@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
33231,"Bernardo","Rico","RRHQ082227XHFPBD96","bernardo.rico.3230@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
33232,"Rufino","Espinoza","RXXB424519HBUWZI72","rufino.espinoza.3231@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
33233,"Adalberto","Campos","ZLGA946062TEMTKV28","adalberto.campos.3232@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
33234,"Eloy","Aparicio","IYGD838140QOTQEZ45","eloy.aparicio.3233@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
33235,"José María","Pérez","BDZC030309FCCZCQ29","josé maría.pérez.3234@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
33236,"Estefanía","Ocampo","TIYA336971LHEALM53","estefanía.ocampo.3235@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
33237,"Estela","Bustamante","MHFZ485437USUXZN41","estela.bustamante.3236@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
33238,"Héctor","Burgos","HYQG329977WVNZHC22","héctor.burgos.3237@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
33239,"Irma","Meraz","KFWT858073DDXHTQ54","irma.meraz.3238@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
33240,"Carlos","Canales","NXCO885549WOUGJG72","carlos.canales.3239@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
33241,"Hernán","Parra","FYQP910544DNHXWN11","hernán.parra.3240@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
33242,"Luis","Grijalva","BFRT506527AOKCHG92","luis.grijalva.3241@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
33243,"Amanda","Carrión","OBOD786677UJCGGU66","amanda.carrión.3242@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
33244,"María José","Rascón","DRPQ273545LZZJUO24","maría josé.rascón.3243@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
33245,"Gregorio","Canales","VOYR454966YENIXS54","gregorio.canales.3244@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
33246,"Úrsula","Dueñas","DYRJ152323TRIXUW49","úrsula.dueñas.3245@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
33247,"David","Apodaca","JYLL057235PHRRMV97","david.apodaca.3246@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
33248,"Conchita","Montenegro","FTEM165555VZUYTW12","conchita.montenegro.3247@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
33249,"Elias","Escalante","JQIT003236VLSXCJ37","elias.escalante.3248@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
